Subcomentario,roberta_neg,roberta_neu,roberta_pos,Palabra_clave,Mencion_animales
"We booked a snorkeling with whale sharks experience, but unfortunately it was cancelled due to sea conditions",0.8706369,0.12096956,0.008393523,experience,shark
Cabo Adventures was very accommodating letting us (a group of 4) choose a different activity and refunded the difference in price,0.0019285154,0.04876035,0.94931114,,
We did the ATVs and camel ride with lunch and it was great! They even did a little tequila tasting with lunch,0.0009759182,0.01647946,0.9825446,,
Everything was well organized and we still saw humpback whales from the shore during our camel ride,0.005491678,0.21215902,0.7823493,,whale
Hopefully we can try again another time for whale shark snorkeling,0.0026711912,0.19079114,0.8065377,snorkel,shark
Would definitely book a tour with these guys again,0.0014093423,0.062412247,0.93617845,,
Jerry knew so many whale facts! He was an amazing guide,0.0032287233,0.034079023,0.9626923,,whale
"We saw a lot of whales, even this late in the season",0.061451513,0.71635807,0.22219042,,whale
Many thanks to the wonderful crew (Vianet and Claude) and Captain Jorge for a great whale watching tour!,0.0010249468,0.008134598,0.9908405,watching,whale
Wow! What fun! We booked the E-Bike Tour and were pleasantly surprised how great it was and the staff biking with us kept us on track and were very helpful ÃÂ¢ÃÂÃÂ¦plus the photographer that would pop out and take photos and a drone video of all the bikers going along the beach!!! Which u can purchase after the rideÃÂ¢ÃÂÃÂ¦to top it off they served us a Mexican lunch and taught us  how to make the best margaritas ÃÂ°ÃÂÃÂÃÂWe enjoyed ourselves and would highly recommend Cabo Adventures for any of their events!!! Top notch!!! Next time we are riding the Camels on the beach ÃÂ¢ÃÂÃÂ¦,0.0014450407,0.0065585934,0.99199635,,
Thank you Saul and staff for such a memorable adventureÃÂ¢ÃÂÃÂ¦see u next time when we come back to CaboÃÂ°ÃÂÃÂÃÂÃÂ°ÃÂÃÂÃÂÃÂ¢ÃÂÃÂ¥ÃÂ¯ÃÂ¸ÃÂÃÂ¢ÃÂÃÂ¥ÃÂ¯ÃÂ¸ÃÂ Vic n Jill from CanadaÃÂ°ÃÂÃÂÃÂ¨ÃÂ°ÃÂÃÂÃÂ¦,0.0015959163,0.01843528,0.9799687,,
We did the Cabo Adventure Luxury Day Sailing,0.006935226,0.8794682,0.113596536,luxury,
The tour takes you by the famous Arch of Cabo and a nice day of sailing along the coast and stopping at the Santa Maria Bay to get off and enjoy the water,0.0012695909,0.118869975,0.87986046,,
The tour was fantastic,0.0023717722,0.014942019,0.98268616,,
Highly recommend!!  We booked the day sailing and snorkeling trip,0.0010875468,0.028072512,0.97084,snorkel,
From the minute you step on the boat you are taken care of,0.022031508,0.5679696,0.40999883,boat,
We were given some mimosa,0.024210863,0.782514,0.19327515,,
Kids got the choice of a juice,0.14540456,0.77318656,0.081408866,,
It was whale mating season so lots of activity in the water and we were able to get up close and personal with the whales,0.009965104,0.5839152,0.4061197,,whale
Food that was made was delicious!,0.0024659713,0.015507648,0.9820264,,
"Booked the luxury private snorkeling boat tour with Cabo adventures for my friends joint bachelor and bachelorette party, I always do a lot of research before booking things especially in another country",0.03166553,0.6583002,0.31003428,boat,
The booking process and staff were extremely friendly and quick to respond,0.0015955714,0.02614773,0.97225666,,
They answered all my questions,0.027997483,0.4212724,0.5507301,,
They were on time and someone was there every step of the way to guide us until the end of the boat tour,0.0046698092,0.43190256,0.5634276,boat,
"This was the best boat experience I have ever had and the bridal party even complimented me and said I did a good job planning but it was really the staff at cabo adventures that made this experience! Shout out to our crew Mario, Lukas, Johnny, Vianet! They were so professional and nice",0.001425164,0.0053928453,0.993182,boat,
They had a lot of patience with our big group of 16 people,0.07627688,0.5405591,0.383164,,
I really felt safe on the boat with them,0.0022651851,0.05861418,0.93912065,boat,
The boat was super clean and the food was delicious and served so nicely,0.0016891912,0.0087998295,0.98951095,boat,
They also served us endless drinks! Thank you again and will be sure to come back next time!,0.0012195733,0.007155533,0.9916249,,
Had a great time on the luxury day sailing tour this weekend! Mario (our tour guide) was very upbeat and informative definitely set the tone for a great day,0.0011063573,0.0065875254,0.9923062,luxury,
Pablo (our captain) was professional and found us some excellent whale watching,0.001933859,0.034290273,0.9637759,watching,whale
"And Victoria (the photographer) was enthusiastic, talented, and kind",0.0018460739,0.039916683,0.95823723,,
The four hour tour felt like it had a little of everything,0.028109243,0.6166437,0.35524702,,
we cruised by the arch and went swimming in the Santa Maria Bay,0.0045266324,0.61756986,0.37790355,swimming,
Easily one of the best experiences from our weekend in Cabo!,0.0010558353,0.009261648,0.9896825,experience,
"What an incredible trip!! IÃÂ¢ÃÂÃÂm arriving back to my hotel after a day of swimming with whale sharks, eating delicious food, and making new friends",0.0016690259,0.010170473,0.9881605,swimming,shark
This is my 3rd trip with Cabo Adventures and this company always delivers unforgettable experiences,0.0009886181,0.01725686,0.9817545,experience,
"The whale shark tour was planned seamlessly, our guides Michelle, Jose and Mario were whale shark experts teaching us tons about the whale sharks and the environment around us",0.003939092,0.25464684,0.74141407,,shark
Cant recommend the whale shark tour enough as well as all the other Cabo Adventures trips,0.01721613,0.18990715,0.7928767,,shark
ÃÂ¢ÃÂÃÂ¦and we got incredible pictures and videos of it all ÃÂ°ÃÂÃÂ¤ÃÂ©,0.0047009056,0.057892952,0.9374062,,
"Cabo Adventures was amazing!! We went on the 3 hour snorkel tourRichie was so funny and an awesome tour guide!!! Highly recommend Richie! The Captain was Auroleio, he made the ride so much fun!! They took us right by the love island and divorce island",0.0016085821,0.0067973374,0.9915941,snorkel,
We saw seals up close and beautiful turtles in the water,0.0038711876,0.1533173,0.84281147,,turtle
"Our photographer was Jorge, captured an amazing video of my husband and I with the fish",0.0013160873,0.024438238,0.97424567,,fish
You have an option to pay for thosePictures and videos after the tour,0.05223031,0.8915682,0.056201473,,
"Lastly, we were fed quesadillas, delicious!!! We will be coming back and requesting those men again!!",0.0023530228,0.023668671,0.9739783,,
Really well organized,0.0069946502,0.16399786,0.82900745,,
Staff were knowledgeable and friendly,0.0047430173,0.104984745,0.89027226,,
They went above and beyond to make sure the day was fantastic,0.0031282902,0.0331765,0.96369517,,
Drinks flowed the whole time,0.02656382,0.7235949,0.24984133,,
"It was whale watching season so even though that wasnÃÂ¢ÃÂÃÂt the tour we were doing, they still were great about getting us optimal sightings",0.0045302585,0.08000416,0.9154656,watching,whale
A pod of about 200 dolphins went by and we got to hang out with them too!!,0.0024145201,0.2145285,0.783057,,dolphin
Cabo Adventures are pros at what they do,0.0075730304,0.23816699,0.75426,,
I booked the snorkeling tour where we were taken from the marina around to Chileno Bay,0.0059547434,0.85293865,0.14110659,snorkel,
On the way we were able to see some jumping sting rays as well as a whale breaching the water,0.023066347,0.7882475,0.18868615,,whale
"They provided all the gear for us to snorkel at at Chileno Bay, and we were also able to kayak, paddle board and even use those underwater diving scooters",0.0028983366,0.2884838,0.7086178,diving,
"On the way back we drove the boat around to see El Arco, Land's End, Lover's Beach, Divorce Beach & Neptune's Finger",0.009387712,0.75029504,0.24031724,boat,
All in all a great tour,0.0024333454,0.027670687,0.96989596,,
We are so glad we chose to go on the Electric Bike Beach Adventure & Ecofarm tour with Cabo Adventures,0.0006990513,0.015005576,0.98429537,,
The biking was so much fun & our guide Isaac was the best!   He was funny & eager to show us a good time,0.001753614,0.0066051125,0.9916413,,
He made sure we were comfortable with the bikes and answered any questions we had,0.00942204,0.49261025,0.49796766,,
The area is very scenic and we had plenty of stops to take it all in,0.0029053588,0.057203405,0.9398912,,
This tour definitely exceeded our expectations!,0.0061401967,0.052362487,0.94149727,,
We booked a whale-watching tour with Cabo Adventures through the concierge at our resort,0.0023722083,0.69634074,0.30128708,watching,whale
We chose the 2-hour tour on a small inflatable raft that held about 18 people on bench seats,0.008910864,0.8271074,0.16398169,,
Their headquarters are conveniently located at the Cabo marina -- staff were friendly and helpful and the facilities were clean and comfortable while we waited for our tour to begin,0.0011656524,0.015606166,0.9832282,,
"Once your group is called, it's a short walk to a nearby pier where life vests are distributed and you board the raft",0.025179107,0.92445743,0.050363466,,
The ride itself was smooth and pleasant (don't bother wearing a hat unless it's securely tied on) and the raft was clean and well maintained,0.005154159,0.091109395,0.9037364,,
"At the beginning, they stopped at The Arch for a photo opp, which was a nice bonus",0.0015652067,0.03937422,0.95906055,,
Our tour guide seemed knowledgable and was able to answer any question we threw his way -- we especially appreciated the fact that this organization respects the environment and the whales themselves,0.0020952928,0.032952495,0.9649522,,whale
"While we didn't see any dramatic whale leaps during our tour, we saw plenty of breaches and a few small jumps",0.09246611,0.6644717,0.24306223,,whale
Definitely recommend this operator -- very fun,0.0017457367,0.011952803,0.9863014,,
"We chose the luxury whale watching, our guide Jose was amazing, very hospitable crew",0.0015913184,0.016433235,0.9819755,luxury,whale
Just an overall amazing experience with the fancy wait area and the nice yatch,0.0020719543,0.012131667,0.9857964,experience,
"We saw a lot of humpback whales( even a breach), dolphins and even a sea turtle",0.009877453,0.58306134,0.40706122,,dolphin
"Highly recommend this experience with Cabo Adventures! They were the best based on both my prior research, and experience",0.001053388,0.010108841,0.9888377,experience,
"CouldnÃÂ¢ÃÂÃÂt say enough nice things about this adventure! We did the camel ride + ATV trip, and had a blast",0.0026328405,0.009195163,0.988172,,
"You get to get up close and personal with some adorable camels, and your ride takes you right along the beach",0.0017019721,0.063621804,0.93467623,,
"Isha, our camel guide, was knowledgeable and friendly",0.0021582462,0.08329788,0.91454387,,
"The second part of our tour did not disappoint! We rode ATVs with Alain, and he was so much fun",0.0014547533,0.008100934,0.99044436,,
"The ATV ride weaves you in and out of some beautiful Mexican landscapes, and we saw lots of wildlife along the way",0.002253494,0.10693623,0.89081025,,
"He kept it fun, and then hung out with  us while we did a tequila tasting and gave us all kind of interesting info about the area and tequila",0.0016033803,0.054753505,0.9436431,,
Definitely a unique experience that we will remember forever,0.0017852919,0.03950901,0.9587057,experience,
"Thank you, Isha and Alain!",0.0011532576,0.030491626,0.9683552,,
"My family and I did the Luxury Whale Watching experience last month and loved every minute of it! The staff was friendly, responsive, and worked hard to ensure everyone had a fun and safe time",0.0013364911,0.007154591,0.99150896,luxury,whale
"The light lunch provided was tasty and fresh, and the staff kept the drinks coming",0.0012209878,0.026382161,0.97239685,,
"The highlight of the trip, of course, was the sea life",0.0035492603,0.10777598,0.88867474,,
"We saw flying fish, sea lions, dolphins, and three humpback whales - all with the beautiful backdrop of the setting sun",0.0014713707,0.06575763,0.93277097,,dolphin
Worth every penny and a lot of fun for older kids and adults!,0.0021119816,0.026032565,0.9718554,,
We had a great experience! The camel ride  along the beach was fabulous,0.0015688644,0.008046283,0.9903848,experience,
We saw a few whales too! The lunch was delicious and Jorge was the best guide and super knowledgeable about the tequilas we tasted,0.0011163625,0.0107917925,0.9880918,,whale
We had a great time but the only reason I booked this excursion was because my son wanted to do sea scooters and I guess they were broke down,0.011698296,0.066238254,0.92206347,excursion,
Otherwise my son had a great time,0.0049060388,0.038044762,0.9570492,,
We got to see the whales and the boat was beautiful,0.0019744688,0.023663392,0.97436213,boat,whale
We sat upstairs in the comfy seats and had great views,0.0019282539,0.019236146,0.9788356,view,
Yummy mimosas with fresh OJ,0.0021075006,0.034590203,0.9633023,,
"The ÃÂ¢ÃÂÃÂgourmet lunchÃÂ¢ÃÂÃÂ was just sandwiches, it was a lovely half day at Sea!",0.0025875308,0.02181979,0.9755927,,
Person who sold our trip completely lied about the experience,0.90661556,0.09017538,0.003209108,experience,
We were to have private transportation with direct travel,0.03404949,0.90901333,0.056937154,,
Instead we were put on a charter bus that had 4 stops prior to leaving,0.40321118,0.56757206,0.029216751,,
When our trip was over we couldn't leave for an hour until other people could fill the bus on the return,0.25316533,0.6582403,0.088594414,,
The Polaris adventure was awefull,0.004231276,0.080487214,0.9152815,,
They said it was two hours and we would go through rivers and ride on the beach,0.034756817,0.8343949,0.13084832,,
The river was homemade and we never got to ride on the beach,0.52380717,0.432363,0.043829817,,
The ride was only one hour and then one hour at a restaurant,0.023454176,0.7076917,0.26885414,,
Worst experience ever,0.9633411,0.03158224,0.0050765425,experience,
Once our charter bus filled up we had to make 4 more stops letting people off,0.03227429,0.8092922,0.15843353,,
We spend 3 hours on a bus and one hour on our polaris,0.13484749,0.78750736,0.07764519,,
Avoid this company at all costs,0.9281768,0.067995936,0.003827227,,
Passed on paying $138 per person for the Carnival cruise excursion and did this one for $30 per person (after haggling of course) and bought our own lunch and drinks in an air conditioned restaurant,0.07392523,0.7125026,0.21357216,excursion,
This tour took us around lands end and stopped at several beaches,0.018120453,0.86447585,0.11740373,,
Came back to get us after spending an hour on one beach,0.1006856,0.8245371,0.074777305,,
"Overall, we really enjoyed the whale watching activity",0.0013350903,0.01451399,0.9841509,watching,whale
We saw several humpbacks and a gray whale,0.012441897,0.73515505,0.2524031,,whale
A baby humpback kept breaching near us as it seemed to be in a playful mood,0.012261976,0.4550472,0.5326908,,
"Between the yacht and the captain, the y kept the ride pleasant even though the water was a little turbulent at times",0.010512879,0.2662363,0.7232508,,
I never felt the least bit seasick or unsafe,0.29976186,0.49097544,0.20926274,,
"The crew did a good job of keeping everyoneÃÂ¢ÃÂÃÂs glass full, however I will say  the lunch was nothing exceptional",0.042148776,0.16997065,0.7878806,,
"The tour guide was knowledgeable, but sometimes he was hard to understand because he talked very fast and had a thick accent when speaking English",0.2937825,0.5342632,0.17195432,,
"After we had seen numerous whales, they put a listening device in the water so we could hear the whales communicating, but it did not work",0.633717,0.34705597,0.01922709,,whale
It was a great experience but there were some areas for potential improvement,0.004046531,0.027738146,0.96821535,experience,
"I did 2 tours with cabo adventures , snorkeling and electric beach biking snorkeling was great, had several helpers, water was murky and itÃÂs a bit crowded with other tours so you have to watch out for other boats, beach biking was not what I was expecting as we were dessert mountain biking really, I wouldnÃÂt take anyone under 14 on it and if youÃÂre older make sure you are in great shape, I fell twice second time I fell into the handle bars and still bruise and hurt today, the guides kept asking if I was ok even when I said I wasnÃÂt but I pushed through the rest and got an ice pack in the end, enjoyed it overall but wouldnÃÂt do the bike  ride again",0.09392769,0.32758787,0.5784844,boat,
definitely would book with cabo adventures when iÃÂm back,0.0023306718,0.16491474,0.8327546,,
"We did the Sea of Cortez tour, and we were generally happy with the tour",0.0010999265,0.02904404,0.9698561,,
The way from San Lucas to the Sea of Espirito Santo Islan is exhausting,0.7530322,0.2225537,0.024414094,,
2,0.2324836,0.49681306,0.27070335,,
"5 hours drive, and another two hours cruise to the Sea Lions' colony",0.015709905,0.8825188,0.10177132,,
"But from that moment, we were in paradise",0.005386341,0.13104457,0.8635691,,
"We did snorkeling with the Sea Lions, which was one of the most magical experiences I had",0.00092917326,0.016889252,0.9821816,experience,
"The bay was beautiful, the visibility was great and there were lots of fish and cutie Sea Lion babies that swam very close to us",0.0012199084,0.011174628,0.98760545,,fish
"We then went up to the yacht where the tour guide and the crew served fresh lunch of nachos, sandwiches and ceviche, and we enjoyed the open bar, which was part of the package deal we bought",0.0016550003,0.06993007,0.92841494,,
"On the way back to La Paz, the yacht made an hour stop at on of bays of Espirito Santo Island",0.022191398,0.9260223,0.051786322,,
"We snorkeled at the green and beautiful water there, played on the floating mattress and enjoyed the sun and the beautiful view",0.0013747967,0.029456189,0.9691691,view,
Our tour guide was very professional and nice,0.0015737844,0.016652307,0.9817739,,
"The only thing we didn't like was the fact that on the way back, the tour guide decided to make an unplanned stop at a local taco restaurant / supermarket / kiosk - not sure what this place was",0.89907837,0.09405875,0.006862839,,
Went snorkeling with the sea lions with this place,0.009321067,0.626507,0.36417195,snorkel,
It was an amazing day and they take care of everything! Our guide Razz was awesome,0.0014897876,0.0057165255,0.9927937,,
"EBike tour with margaritas making, April 1st",0.006887005,0.8745786,0.11853448,,
Wonderful ride and tour by guide Issac and crew,0.0017880532,0.021850573,0.9763614,,
"First time on an ebike, good instructions and easy to ride",0.0016520417,0.047028765,0.9513192,,
Loved the trail ride and the beach ride was fun,0.0020007591,0.012787636,0.9852116,,
Wanted to go around again,0.026677731,0.7829498,0.19037245,,
Photographer was excellent,0.0044154176,0.046403475,0.9491811,,
"The luncheon was delicious, and the margaritas making very informative and interesting",0.0011430312,0.0108865695,0.9879704,,
Highly recommend it,0.00357499,0.053986177,0.9424389,,
Our van driver is also very friendly and drive safely,0.00178323,0.042609856,0.95560694,,
I had the pleasure of doing the luxury day cruise and man it was a blast,0.0018009577,0.009846258,0.98835284,luxury,
They had 10 people go at a time for the day cruise and even had 2 meals on board with unlimited drinks,0.0029662214,0.36667928,0.6303545,,
It was awesome!You will sail to santa maria beach where you can do water activities like snorkeling and paddle boarding,0.0011124414,0.014692239,0.98419535,paddle,
If you're lucky then they will hook you up with a sunset cruise and it was just a great experience for the price,0.0023518207,0.021790853,0.9758573,experience,
I would highly recommend this place,0.001844017,0.02598452,0.9721715,,
My husband Felix and I had the pleasure of booking with this wonderful company for our honeymoon adventures! We had the best experience possible and were overjoyed by how kind and fun the staff were,0.0016187278,0.005047639,0.99333364,experience,
"We rode camals, rode our atv's through the desert while overlooking a beautiful beach, went snorkeling and seen all the fascinating sealife and last but not least! swam with the dolphins, which was an absolute dream of mine    we were amazed by our wonderful trainer Dujon, the beautiful Fernanda to capture the photos and ofcource our dolphin, Gandalf!!! I did this on my birthday and it made my entire day so much more special ÃÂ°ÃÂÃÂÃÂ this was a vacation we will never forget, thanks to you're teams ability to strive for perfection and ensure all the guests leave with a huge smile on there face",0.0012265028,0.009978836,0.9887947,vacation,dolphin
Thank you so much! ÃÂ°ÃÂÃÂÃÂ,0.0010478045,0.01004541,0.98890674,,
This crew was excellent,0.0037859262,0.019240368,0.9769737,,
They took us up close to the arch and showed us the lovers/divorced beaches on the ride out to find the whales,0.01787135,0.81256497,0.16956365,,whale
"In total, we saw 5 humpbacks",0.017446054,0.8823344,0.1002195,,
We were able to get some really impressive photos,0.0016870399,0.028075311,0.9702377,,
They also had a photographer on the boat who also took amazing photos that we could purchase,0.0014045306,0.04588621,0.95270926,boat,
They were alot of fun and had extensive knowledge,0.00197607,0.026196953,0.9718269,,
We did the swim with whale sharks adventure,0.011333851,0.8366675,0.15199862,,shark
"We were very pleased with the entire trip, and enjoyed it from start to finish",0.0012946829,0.006428756,0.9922766,,
Oliver and Raz did a fantastic job,0.0036560842,0.02698977,0.9693542,,
"A morning snack (basically a full lunch) was provided on the way to La Paz, while they went over alot of facts and stories about the adventure and the surrounding area we were in",0.0037979945,0.55010426,0.44609776,,
This was followed by a video about the Baja of California,0.012066216,0.92145336,0.066480465,,
Once in La Paz we got geared up and walked to the marina to board our boats,0.010186612,0.8657337,0.1240797,boat,
"The trip had 18 ppl on it, so we took 2 boats out",0.022109723,0.8560748,0.12181545,boat,
"We were surprised to learn how controlled this trip is with checking and getting registered to even get out to the area where the sharks are, to only allowing so any boats to be in the designated area, only 4 ppl allowed in the water at a time with the whale shark, each boat can only spend a max of 30mins with the whale shark as well",0.01772934,0.44360524,0.53866535,boat,shark
Mind you the local tour guides don't always seem to follow these rules,0.45332193,0.5252077,0.021470407,,
"It was a beautiful day, and it was only the 2nd weekend of the season for the whale shark trip",0.0011829463,0.014625808,0.9841912,,shark
There were only 2-3 whale sharks in our area,0.07814636,0.86096954,0.060884163,,shark
"We got to swim with the same one on 2 different dives, and it was absolutely amazing to be in the water with these huge creatures",0.0017652537,0.02071236,0.9775224,,
It was really breathtaking,0.0032065932,0.023480942,0.97331244,,
"Unfortunately the water was pretty cloudy, bit that also forced us to get within a few feet of them",0.5933903,0.3760785,0.030531237,,
"The water was warm, and I was a glorious day, we even got to swim with a pod if dolphins",0.0015256255,0.024792949,0.9736814,,dolphin
"After the trip we rinsed off at the Cabo Adventures facility, and headed to a local restaurant for a tasty meal",0.0013889757,0.24056803,0.75804305,,
From there we headed back to Cabo,0.018349722,0.88656455,0.09508576,,
"The Cabo Adventure Whale Watching tour was AWESOME!!Our guide, Franco, was very knowledgeable about whales, the history of the area and landmarks, with a great attitude",0.0013820056,0.007979394,0.9906386,watching,whale
"Our Captain, Jose ""Muneco,"" was an excellent whale tracker, sea captain and nice guy, with good taste in music for the upbeat trip back to port",0.0013913055,0.019516662,0.97909206,,whale
"Jorge, our talented photographer, got the whales, people and scenery shots, with such perfect timing, that he was able to catch all the details that no one else would have managed to anticipate so precisely",0.00891019,0.09846274,0.892627,,whale
"It was much more than I expected, and a truly wonderful experience",0.0024788638,0.008868703,0.9886524,experience,
Cabo Adventures (Sunset Tour),0.018273558,0.91304684,0.06867959,,
Cabo Adventures IV Boat,0.026474431,0.88995355,0.08357201,boat,
"Manual (Host),Ceasar (El Captain),Catalina (Photographer)",0.051171586,0.88688004,0.061948285,,
"Great food, Host, Captain, and Photographer",0.005457534,0.051145032,0.94339746,,
"You leave Cabos San Lucas Marina, and you go out to the tip of the Arch and you will see sea life and whales breaching in the area if your so lucky as well",0.013887683,0.4138053,0.572307,,whale
Professional Pictures are taken throughout tour and you return to marina after sun set,0.0055103237,0.91529906,0.07919068,,
Upon returning you have option to purchase your professionally taken photos,0.028147096,0.91264546,0.05920745,,
You recieve options to having selected photos printed and/or remaining sent to your phone via USB to your phone,0.009320466,0.8656591,0.1250205,,
The cost is under $100,0.035472024,0.8082354,0.15629263,,
00 U,0.26712564,0.5971843,0.13569003,,
S,0.24548198,0.54193753,0.2125805,,
Go with a group of friends,0.008303456,0.7875306,0.20416594,,
Most other couples may not be as animated as you,0.36296856,0.55928224,0.07774927,,
Have fun and enjoy,0.003501762,0.025827946,0.9706702,,
"For the dolphin experience, it was awesome",0.0016441459,0.012879562,0.9854763,experience,dolphin
"Sailing was pretty cool, too",0.0015625514,0.020737618,0.9776999,,
"But, they have larger boats",0.048622027,0.7919122,0.15946579,boat,
"If you want to get up close with the seals and pelicans, you need to get on one of those tiny fishing boats",0.05763302,0.8421418,0.10022518,boat,fish
"Overall, I did two things with them while I was in Cabo San Lucas, and I really enjoyed both",0.0011178926,0.0153124565,0.9835697,,
We had a wonderful whale watching excursion with Cabo Adventures,0.0012972641,0.012077097,0.9866257,excursion,whale
They really went out of their way to make it a great experience,0.0028973056,0.025402399,0.9717003,experience,
"Jerry, our guid was knowledgeable, friendly and humorous",0.0049149054,0.0953851,0.8996999,,
Jerry took the time to share with me other locations to visit in Mexico,0.0046647466,0.7488334,0.24650177,,
"Our boat Captian, was also great",0.0030371353,0.041581903,0.955381,boat,
I also appreciated the companies respect for the environment and sea life,0.004625284,0.08966018,0.9057146,,
Bad fishing as we had lines in the water for 4 of the 5 hour trip and not 1 bite,0.7435592,0.23809971,0.018341117,,fish
But we saw a dolphin pod and humpback whales and fed 2 sea lions,0.024840962,0.77493644,0.20022263,,dolphin
"We did the Snorkel & Sea Adventure with guide Alex and photographer Jonathan and captain Danny (I think?) They were great and really nice and friendly, so easy going, spokeEnglish and Spanish amazingly well",0.0011262441,0.008457801,0.99041593,snorkel,
"They explained a lot about what to expect, safety protocols, and showed us El Arco, land's ends, Neptune's finger, Lover's beach and Divorce beach, and then took us (cruising at a pretty fast rate!) to Chilleno Bay, a beach where we could snorkel, kayak, and paddle board",0.0036849482,0.28450173,0.7118134,paddle,
Jonathan the photographer took pics the whole time that were available after the excursion for purchase,0.013251246,0.8787077,0.10804106,excursion,
"When we were finished and back at the marina, I was pleasantly surprised that ceviche and chips and drinks were made available to us",0.0014581451,0.02534715,0.97319466,,
I was really impressed with our guide Alex and I'd definitely recommend this to anyone traveling to Cabo!,0.0009909982,0.009879193,0.9891298,,
This should be the NUMBER ONE adventure company is Cabo on Trip Advisor! Our experience was above all expectations for the Sea of Cortes and the Outdoor Adventure,0.0024405522,0.036826137,0.9607333,experience,
I surprised my wife with these two adventures and she has said over and over it was the best part of the trip,0.0015458284,0.013914261,0.9845399,,
"Even during COVID, the experience was unforgettable and there were less people than normal on the transportation and activities",0.009101617,0.09414803,0.89675033,experience,
Both crews were excellent Spanish and English speakers so all our questions were adequately answered and there were zero hidden fees from the website,0.0033775626,0.040297247,0.9563252,,
Both crews were nice and got to know us and our names which were used throughout the whole day,0.0015127731,0.031931933,0.9665553,,
Gear and equipment were high end and you can feel a strong importance for your safety,0.010778944,0.3200242,0.6691969,,
The food was great as well! The pick up from our hotel was right on time and they let us park for free at their marina l option when we were arriving but before check in,0.0013708847,0.013063203,0.98556596,,
"All in all I would do this again in a heartbeat and with the current 30% off discount, itÃÂ¢ÃÂÃÂs so worth it!Shout out to Nico at the Outdoor Adventure for all the laughs",0.0015014845,0.015245436,0.98325306,,
They brought us from our hotel to the marina and then told us our boat tour and jet skis are cancelled,0.7997829,0.19175051,0.008466634,boat,
Then made us wait for more than 30 mins to get us a ride back to our hotel,0.5604138,0.4176862,0.021900048,,
They were not sorry and I had to really force the,0.26328915,0.61839586,0.11831501,,
to get us back to the hotel so we don't waste our time at their establishment just to go back,0.31277993,0.63511413,0.052105978,,
Overall a terrible experience,0.9677861,0.028755613,0.003458262,experience,
I rather deal with vendors directly on the beach than these guys at Cabo adventure which is supposed to be a big company,0.51822567,0.43209943,0.049674828,,
Absolutely loved this adventure,0.004334267,0.0143504385,0.9813153,,
Our tour team and captain  were AWESOME (Danny was Capt,0.0023225055,0.018698499,0.97897905,,
"I forget the ladies names, but they were all exceptional)",0.008959405,0.101037875,0.8900028,,
When we return we will definitely voyage with this company and request this crew again!! They translated everything in both spanish and english smoothy with total ease,0.0015243404,0.04544653,0.9530291,,
"They made sure the both sides of the boat saw all the different landmarks, and sea life comfortably",0.014114679,0.4915468,0.4943385,boat,
They had a great awareness of their guests needs and rose to the occasion of accomodations,0.0021306577,0.04967011,0.9481993,,
Definitely go with Cabo Adventures if quality is key for your experiences,0.002929907,0.18786459,0.80920553,experience,
"Mario, Luiz and Jesus on the snorkel adventure were just amazing",0.0019148142,0.015993027,0.98209214,snorkel,
Would recommend this trip to anyone,0.0020339903,0.08168989,0.91627616,,
Seeing the whale just topped off the whole experience,0.0071490225,0.1582219,0.83462906,experience,whale
Snorkeling with the fish unbelievable and the colony of sealions incredible,0.0077275657,0.1651146,0.82715786,snorkel,fish
We had an absolute blast at this location with this company,0.0020799022,0.011339276,0.98658085,,
Let me start by saying that we are certified scuba divers,0.006721557,0.4899732,0.50330526,scuba,
We purchased a two-tank dive for $100,0.027871255,0.9222096,0.049919046,,
Since we have advanced diving certifications we received a private tour with our dive Master dive instructor Liz,0.0021396899,0.45747328,0.54038703,diving,
She was fantastic,0.0055196485,0.03580697,0.9586734,,
The photographer was pretty amazing as well,0.0017631364,0.016690701,0.9815462,,
He is also a divemaster and dive instructor,0.015499149,0.87291414,0.111586705,,
"We got to dive in the arches and through a canyon, covering both the Sea of Cortez and the Pacific Ocean all-in-one dive",0.010705662,0.7506204,0.23867388,,
"If that wasn't enough, we had sea lions playing around us and then a whale shark circled us",0.23227996,0.64987093,0.11784917,,shark
Several times,0.22160228,0.6258972,0.1525005,,
It was absolutely amazing,0.0050754817,0.01964923,0.9752753,,
And on the final part of the dive we had a wreck and we were able to look at,0.054202255,0.7048561,0.24094169,,
Truly the best dive ever,0.0035733036,0.02457387,0.97185284,,
"Not to mention puffer fish, trumpet fish, urchins, sea snake, octopus, and dozens of other types of fish",0.09508139,0.8068978,0.09802074,,octopus
The photographer took pictures of all of this and it is a great memory for us,0.0017683933,0.0362513,0.96198034,,
The second dive was quite nice,0.0030810602,0.03097739,0.9659415,,
We saw a lot of the same items even though we dove in a different area,0.052327562,0.7993483,0.14832409,,
"Arriba!! I'm writing this as I've taken delicious shots of tequila by our awesome, wonderful host and guide Pepe!! Today we took a fun, wonderful relaxing camel ride along the beaches and then pictures with the camels",0.0010879597,0.011953664,0.9869583,,
"The staff were kind, good ans informed us well",0.0029144513,0.03256694,0.96451855,,
Pepe gave us great info,0.0034874468,0.042462196,0.95405036,,
We had a delicious Mexican lunch! Best part was the tequila cheers and drinking,0.0012282947,0.009969689,0.9888021,,
Muchoa Gracias Pepe,0.03276665,0.79898924,0.16824408,,
Much aloha from The Familia de Hawaii,0.006111109,0.7108353,0.28305355,,
